Species,current_clim_current_lc,current_clim_future_SSP5_lc,future_clim_current_lc,future_clim_future_SSP5_lc,change_rel_lc,change_rel_cc,change_rel_both,additive,additive_new,add_diff,combined,Family,Threat_status,Range_area,add_sign,comb_sign,threatened
Mertensophryne_loveridgei,1522.8595196642304,1403.3426856751928,0,0,-7.848185104781659,-100,-100,-107.84818510478166,-115.69637020956334,-7.8481851047816775,-100,BUFONIDAE,LC,4.70556924237,-,-,Not-threatened
Mertensophryne_melanopleura,2999.6620118186615,2804.679616006186,0,0,-6.500145517869864,-100,-100,-106.50014551786987,-113.00029103573972,-6.5001455178698535,-100,BUFONIDAE,LC,24.8028810842,-,-,Not-threatened
Mertensophryne_micranotis,11727.79970137465,11231.488343123954,0,0,-4.231922192468223,-100,-100,-104.23192219246822,-108.46384438493644,-4.231922192468218,-100,BUFONIDAE,LC,10.166599272,-,-,Not-threatened
Mertensophryne_mocquardi,1684.707520910309,1657.50655722091,0,0,-1.6145807715455176,-100,-100,-101.61458077154552,-103.22916154309105,-1.6145807715455334,-100,BUFONIDAE,DD,0.640302908084,-,-,Not-applicable
Mertensophryne_nairobiensis,4.273250807925954,2.7537210769918055,0.18988718955868034,0.18988718955868034,-35.55910474797665,-95.55637620879914,-95.55637620879914,-131.1154809567758,-165.0944728662333,-33.978991909457505,-95.55637620879914,BUFONIDAE,DD,1.85083880147,-,-,Not-applicable
Mertensophryne_nyikae,11.008254359583535,11.008254359583535,0,0,0,-100,-100,-100,-100,0,-100,BUFONIDAE,NT,0.118141493881,-,-,Not-threatened
Mertensophryne_schmidti,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BUFONIDAE,DD,0.137246117894,NA,NA,Not-applicable
Mertensophryne_taitana,417067.3992554994,332752.61890958896,0,0,-20.2161042786896,-100,-100,-120.2161042786896,-140.43220855737923,-20.216104278689627,-100,BUFONIDAE,LC,94.0555355116,-,-,Not-threatened
Mertensophryne_uzunguensis,19.151961167397427,19.151961167397427,0,0,0,-100,-100,-100,-100,0,-100,BUFONIDAE,VU,1.21266926729,-,-,Threatened
Metacrinia_nichollsi,8931.513635282834,8924.548718179802,0,0,-0.07798137457371514,-100,-100,-100.07798137457371,-100.15596274914742,-0.07798137457371013,-100,MYOBATRACHIDAE,LC,4.59766041243,-,-,Not-threatened
Metaphrynella_pollicaris,115595.23076607178,115529.63805381401,8314.781168485979,8312.790767163624,-0.056743441596227615,-92.80698596872698,-92.80870784021698,-92.8637294103232,-92.91639128820357,-0.052661877880368024,-92.80870784021698,MICROHYLIDAE,LC,15.5886024334,-,-,Not-threatened
Metaphrynella_sundana,43590.47576946237,43555.34950033208,18528.390995406142,18503.20247940511,-0.08058244033871927,-57.49440521503474,-57.55218966348684,-57.574987655373455,-57.62131805015398,-0.04633039478052581,-57.55218966348684,MICROHYLIDAE,LC,5.26692761432,-,-,Not-threatened
Micrixalus_nudis,5607.21922426851,5606.378349723879,503.3269615029328,503.3269615029328,-0.014996284450428636,-91.02359045773541,-91.02359045773541,-91.03858674218584,-91.05223689872788,-0.013650156542041714,-91.02359045773541,MICRIXALIDAE,VU,0.784605406878,-,-,Threatened
Micrixalus_phyllophilus,2798.270979494779,2797.89784782464,0,0,-0.01333436514452726,-100,-100,-100.01333436514453,-100.02666873028905,-0.013334365144515914,-100,MICRIXALIDAE,VU,0.384855208082,-,-,Threatened
Micrixalus_saxicola,2957.971288606851,2957.971288606851,46.18638906544374,46.18638906544374,0,-98.43857885830946,-98.43857885830946,-98.43857885830946,-98.43857885830944,1.4210854715202004e-14,-98.43857885830946,MICRIXALIDAE,VU,0.806224161878,-,-,Threatened
Micrixalus_silvaticus,1400.3390089770317,1399.5912247024035,0,0,-0.053400231646368944,-100,-100,-100.05340023164636,-100.10680046329274,-0.053400231646378415,-100,MICRIXALIDAE,DD,0.174251639155,-,-,Not-applicable
Microcaecilia_albiceps,15634.842325154337,15364.181980619835,5627.709429970921,5499.726337736284,-1.7311357473624593,-64.00533300603422,-64.8239091679999,-65.73646875339668,-66.84448795328251,-1.108019199885831,-64.8239091679999,SIPHONOPIDAE,LC,3.63333760057,-,-,Not-threatened
Microcaecilia_nicefori,4543.368378792767,4414.815863600498,0,0,-2.829453930971508,-100,-100,-102.82945393097151,-105.65890786194304,-2.8294539309715248,-100,SIPHONOPIDAE,LC,0.67642532508,-,-,Not-threatened
Microcaecilia_pricei,2240.4618727083566,2237.531456491399,0,0,-0.1307951834688192,-100,-100,-100.13079518346882,-100.26159036693763,-0.13079518346880548,-100,SIPHONOPIDAE,LC,0.268469192225,-,-,Not-threatened
Microcaecilia_rabei,148931.89068536708,148933.9760109537,0,0,0.001400187412523348,-100,-100,-99.99859981258747,-99.99719962517494,0.001400187412528453,-100,SIPHONOPIDAE,DD,14.9886971466,-,-,Not-applicable
Microcaecilia_taylori,21846.8062279142,21846.8062279142,0,0,0,-100,-100,-100,-100,0,-100,SIPHONOPIDAE,LC,1.9441821304,-,-,Not-threatened
Microcaecilia_unicolor,30239.80414856768,30240.93813113261,0,0,0.0037499666312617447,-100,-100,-99.99625003336874,-99.99250006673748,0.003749966631261259,-100,SIPHONOPIDAE,LC,2.63454617813,-,-,Not-threatened
Microhyla_achatina,31368.67629316637,33417.2448053197,3673.143600558006,4638.893853453575,6.530618292616988,-88.29040930439835,-85.21170032774334,-81.75979101178136,-75.99388139112193,5.7659096206594285,-85.21170032774334,MICROHYLIDAE,LC,7.66600175724,-,-,Not-threatened
Microhyla_annamensis,2346.9894963559345,2345.1309398395297,0,0,-0.07918895756843214,-100,-100,-100.07918895756843,-100.15837791513684,-0.07918895756840527,-100,MICROHYLIDAE,VU,0.352334196038,-,-,Threatened
Microhyla_annectens,2261.1315199549404,2256.9650870109567,1513.00433602678,1513.00433602678,-0.1842631844814876,-33.086407284396664,-33.086407284396664,-33.27067046887815,-33.3316365365709,-0.06096606769274615,-33.086407284396664,MICROHYLIDAE,DD,0.281731469015,-,-,Not-applicable
Microhyla_arboricola,1672.2788098575547,1672.2788098575547,1266.5359396998547,1266.5359396998547,0,-24.262872181718393,-24.262872181718393,-24.262872181718393,-24.262872181718386,7.105427357601002e-15,-24.262872181718393,MICROHYLIDAE,VU,0.236661163595,-,-,Threatened
Microhyla_berdmorei,634991.2263676168,624030.4897080178,833.2130972377648,430.0630454978446,-1.72612411076897,-99.86878352603325,-99.93227260036993,-101.59490763680222,-103.31876678837676,-1.723859151574544,-99.93227260036993,MICROHYLIDAE,LC,138.180076029,-,-,Not-threatened
Microhyla_borneensis,33841.29260084,33822.91753520272,21855.857237243385,21846.766671861347,-0.054297765318879615,-35.41660037920395,-35.44346272600985,-35.47089814452283,-35.49012856708067,-0.019230422557839688,-35.44346272600985,MICROHYLIDAE,LC,3.96467246635,-,-,Not-threatened
Microhyla_butleri,1431379.9568846417,1393405.61249525,0,0,-2.652988412108389,-100,-100,-102.65298841210839,-105.30597682421678,-2.6529884121083995,-100,MICROHYLIDAE,LC,225.282266679,-,-,Not-threatened
Microhyla_fissipes,2492283.6992635145,2406107.0198466643,0,0,-3.457739559999368,-100,-100,-103.45773955999937,-106.91547911999875,-3.457739559999382,-100,MICROHYLIDAE,LC,382.770434867,-,-,Not-threatened
Microhyla_maculifera,424.29803118709407,421.4534226192492,0,0,-0.6704270014843783,-100,-100,-100.67042700148438,-101.34085400296877,-0.6704270014843843,-100,MICROHYLIDAE,VU,0.0674098780391,-,-,Threatened
Microhyla_mantheyi,30565.992516766095,30554.355099513457,1003.3692679462991,1003.3692679462991,-0.038073088077392424,-96.71736729178375,-96.71736729178375,-96.75544037986114,-96.79226366829626,-0.03682328843511584,-96.71736729178375,MICROHYLIDAE,LC,4.1264291067,-,-,Not-threatened
Microhyla_marmorata,23301.085193435043,23299.346693721516,0,0,-0.007461024665137261,-100,-100,-100.00746102466513,-100.01492204933027,-0.007461024665133209,-100,MICROHYLIDAE,LC,3.02227632897,-,-,Not-threatened
Microhyla_mixtura,460.10587646855595,460.10587646855595,32.332887092119854,32.332887092119854,0,-92.97272894224173,-92.97272894224173,-92.97272894224173,-92.97272894224173,0,-92.97272894224173,MICROHYLIDAE,LC,8.18965032913,-,-,Not-threatened
Microhyla_okinavensis,1296.8701505581496,1375.9642255768194,285.7643842549212,290.02698049614565,6.098843047982035,-77.96507351704152,-77.63639016818121,-71.86623046905949,-67.11126300301132,4.754967466048171,-77.63639016818121,MICROHYLIDAE,LC,0.29670985910382003,-,-,Not-threatened
Microhyla_ornata,529593.4517622496,467473.7016190007,10260.41036866544,8923.77823022912,-11.72970510427238,-98.06258738008876,-98.31497572325813,-109.79229248436114,-121.29474480166498,-11.502452317303835,-98.31497572325813,MICROHYLIDAE,LC,304.398174717,-,-,Not-threatened
Microhyla_palmipes,182405.08571916018,182321.70543505164,0,0,-0.04571160051804589,-100,-100,-100.04571160051805,-100.0914232010361,-0.04571160051804668,-100,MICROHYLIDAE,LC,47.542306948,-,-,Not-threatened
Microhyla_petrigena,14497.453374852035,14496.979437283933,10427.647556513664,10427.647556513664,-0.0032691091038381135,-28.072556697426926,-28.072556697426926,-28.075825806530762,-28.07674352903744,-9.17722506677876e-4,-28.072556697426926,MICROHYLIDAE,NT,1.54880865968,-,-,Not-threatened
Microhyla_picta,183.80196548320131,182.21335635305147,0,0,-0.8643047564662958,-100,-100,-100.8643047564663,-101.72860951293261,-0.8643047564663107,-100,MICROHYLIDAE,DD,0.299348764069,-,-,Not-applicable
Microhyla_pineticola,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,MICROHYLIDAE,VU,0.838825678431,NA,NA,Threatened
Microhyla_pulchella,825.9240295615248,825.9240295615248,0,0,0,-100,-100,-100,-100,0,-100,MICROHYLIDAE,EN,0.107846229239,-,-,Threatened
Microhyla_pulchra,1157543.350835085,1120440.0786764324,0,0,-3.2053462301766222,-100,-100,-103.20534623017662,-106.41069246035326,-3.2053462301766444,-100,MICROHYLIDAE,LC,169.72241115404162,-,-,Not-threatened
Microhyla_rubra,155668.77658362922,143945.07249561738,0,0,-7.531185344489151,-100,-100,-107.53118534448915,-115.0623706889783,-7.53118534448916,-100,MICROHYLIDAE,LC,100.504224776,-,-,Not-threatened
Microhyla_superciliaris,1079.7146601675006,1069.756690973423,37.12738546295468,37.12738546295468,-0.9222778537185702,-96.56137062571746,-96.56137062571746,-97.48364847943603,-98.37421261596413,-0.8905641365280985,-96.56137062571746,MICROHYLIDAE,DD,0.128716654248,-,-,Not-applicable
Micryletta_inornata,370191.330683937,368021.874964994,0,0,-0.5860363382726751,-100,-100,-100.58603633827268,-101.17207267654535,-0.5860363382726774,-100,MICROHYLIDAE,LC,87.0639490998,-,-,Not-threatened
Mixophyes_balbus,33726.000950953574,33559.031954463426,0,0,-0.4950749919415727,-100,-100,-100.49507499194158,-100.99014998388314,-0.49507499194156424,-100,MYOBATRACHIDAE,VU,10.6592384494,-,-,Threatened
Mixophyes_carbinensis,727.9379938117938,727.9379938117938,0,0,0,-100,-100,-100,-100,0,-100,MYOBATRACHIDAE,LC,0.0918254181212,-,-,Not-threatened
Mixophyes_coggeri,7897.089464365549,7892.458621666402,6841.853231630401,6837.222388931253,-0.05863986624494057,-13.36234365200934,-13.420983518254292,-13.42098351825428,-13.428819178699026,-0.00783566044474604,-13.420983518254292,MYOBATRACHIDAE,LC,1.59172621485,-,-,Not-threatened
Mixophyes_fasciolatus,189696.95347190605,189612.28007317823,0,0,-0.044636140527345415,-100,-100,-100.04463614052734,-100.08927228105469,-0.04463614052734499,-100,MYOBATRACHIDAE,LC,19.4926685124,-,-,Not-threatened
Mixophyes_fleayi,2635.3017683429916,2610.5291464461043,2342.976469928826,2318.2038480319393,-0.9400297982748188,-11.09266885203708,-12.032698650311884,-12.0326986503119,-12.136973042944987,-0.10427439263308713,-12.032698650311884,MYOBATRACHIDAE,EN,1.53538086119,-,-,Threatened
Mixophyes_iteratus,97384.00839208883,97807.4768276529,0,0,0.43484391591184457,-100,-100,-99.56515608408816,-99.13031216817632,0.43484391591184135,-100,MYOBATRACHIDAE,EN,9.87816550656,-,-,Threatened
Mixophyes_schevilli,2613.234503869693,2612.7790503650212,0,0,-0.017428726889890084,-100,-100,-100.01742872688989,-100.03485745377981,-0.01742872688991781,-100,MYOBATRACHIDAE,LC,0.461478473272,-,-,Not-threatened
Myersiella_microps,20582.38567161636,19696.321204756045,0,0,-4.30496484225452,-100,-100,-104.30496484225452,-108.60992968450903,-4.304964842254506,-100,MICROHYLIDAE,LC,7.90412575547,-,-,Not-threatened
Myobatrachus_gouldii,340.7025447529814,340.1399201402588,34.052979417023636,33.4903548043011,-0.16513660416903866,-90.00507042243756,-90.17020702660659,-90.17020702660659,-90.31883834348216,-0.14863131687556574,-90.17020702660659,MYOBATRACHIDAE,LC,10.5621218464,-,-,Not-threatened
Nannophryne_cophotis,14419.091721496885,13569.911026020234,0,0,-5.8892800731036266,-100,-100,-105.88928007310362,-111.77856014620727,-5.889280073103649,-100,BUFONIDAE,LC,1.4903263683,-,-,Not-threatened
Nannophryne_variegata,55415.57947757755,55108.47248872884,0,0,-0.554188897317177,-100,-100,-100.55418889731718,-101.10837779463435,-0.5541888973171751,-100,BUFONIDAE,LC,16.4168761095,-,-,Not-threatened
Nanorana_aenea,28260.517282259894,28258.300437053647,0,0,-0.007844319281581354,-100,-100,-100.00784431928159,-100.01568863856316,-0.00784431928157403,-100,DICROGLOSSIDAE,LC,11.55162850408,-,-,Not-threatened
Nanorana_annandalii,20131.282303190135,20127.232706859308,0,0,-0.02011593831847413,-100,-100,-100.02011593831847,-100.04023187663695,-0.020115938318483018,-100,DICROGLOSSIDAE,NT,3.63787718121,-,-,Not-threatened
Nanorana_arnoldi,7406.081346370896,7406.081346370896,0,0,0,-100,-100,-100,-100,0,-100,DICROGLOSSIDAE,NT,1.60304651556,-,-,Not-threatened
Nanorana_bourreti,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DICROGLOSSIDAE,LC,23.10325700816,NA,NA,Not-threatened
Nanorana_ercepeae,1252.5954257714147,1252.5954257714147,0,0,0,-100,-100,-100,-100,0,-100,DICROGLOSSIDAE,NT,2.86616325603,-,-,Not-threatened
Nanorana_feae,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DICROGLOSSIDAE,DD,0.543858880931,NA,NA,Not-applicable
Nanorana_liebigii,760.0898090703936,757.308498138299,0,0,-0.36591872419605104,-100,-100,-100.36591872419605,-100.7318374483921,-0.36591872419604954,-100,DICROGLOSSIDAE,LC,24.2876527092,-,-,Not-threatened
Nanorana_liui,468.6409407264881,468.6409407264881,0,0,0,-100,-100,-100,-100,0,-100,DICROGLOSSIDAE,VU,1.21890352066,-,-,Threatened
Nanorana_maculosa,434.01120150094795,434.01120150094795,0,0,0,-100,-100,-100,-100,0,-100,DICROGLOSSIDAE,EN,1.45856162662,-,-,Threatened
Nanorana_medogensis,574.9763932451166,574.9763932451166,0,0,0,-100,-100,-100,-100,0,-100,DICROGLOSSIDAE,DD,0.0736841501126,-,-,Not-applicable
Nanorana_minica,11494.111893067819,11485.13446108524,0,0,-0.07810461622523071,-100,-100,-100.07810461622523,-100.15620923245048,-0.07810461622524656,-100,DICROGLOSSIDAE,VU,4.83661254311,-,-,Threatened
Nanorana_polunini,11259.441976476855,11258.600682503,0,0,-0.007471897591489213,-100,-100,-100.00747189759149,-100.01494379518299,-0.007471897591500465,-100,DICROGLOSSIDAE,LC,11.1776260339,-,-,Not-threatened
Nanorana_rostandi,2595.405005485353,2595.405005485353,56.62844051597575,56.62844051597575,0,-97.81812702078125,-97.81812702078125,-97.81812702078125,-97.81812702078123,1.4210854715202004e-14,-97.81812702078125,DICROGLOSSIDAE,VU,2.45041001684,-,-,Threatened
Nanorana_unculuanus,2068.4670879444698,2068.4670879444698,0,0,0,-100,-100,-100,-100,0,-100,DICROGLOSSIDAE,EN,3.52609049835,-,-,Threatened
Nanorana_ventripunctata,36.34965437875049,36.34965437875049,0,0,0,-100,-100,-100,-100,0,-100,DICROGLOSSIDAE,LC,2.69534999351,-,-,Not-threatened
Nanorana_vicina,12079.73118401354,12071.375575221015,0,0,-0.06917048620737659,-100,-100,-100.06917048620738,-100.13834097241477,-0.06917048620738342,-100,DICROGLOSSIDAE,LC,6.60341616006,-,-,Not-threatened
Nanorana_yunnanensis,22723.68654164809,22723.337843345013,0,0,-0.0015345146679386068,-100,-100,-100.00153451466794,-100.00306902933586,-0.0015345146679237587,-100,DICROGLOSSIDAE,EN,49.9630329198,-,-,Threatened
Nectocaecilia_petersii,53640.11674554316,53640.11674554316,51331.61903692507,51331.61903692507,0,-4.3036776365888425,-4.3036776365888425,-4.3036776365888425,-4.303677636588832,1.0658141036401503e-14,-4.3036776365888425,TYPHLONECTIDAE,LC,4.74565563374,-,-,Not-threatened
Nectophryne_afra,663337.9223410254,621420.1252211931,4706.194448555953,4480.675527335846,-6.319222180438255,-99.29052835816367,-99.32452595028445,-105.60975053860193,-111.88413962968534,-6.274389091083407,-99.32452595028445,BUFONIDAE,LC,77.4108411137,-,-,Not-threatened
Nectophryne_batesii,733211.379497219,696024.9242042002,0,0,-5.071723698358105,-100,-100,-105.0717236983581,-110.14344739671623,-5.071723698358127,-100,BUFONIDAE,LC,76.9934648706,-,-,Not-threatened
Nectophrynoides_tornieri,1118.825011542844,1031.2574348562878,0,0,-7.82674464577815,-100,-100,-107.82674464577815,-115.6534892915563,-7.826744645778149,-100,BUFONIDAE,LC,0.235843170915521,-,-,Not-threatened
Nectophrynoides_vestergaardi,156.99246307873574,156.99246307873574,0,0,0,-100,-100,-100,-100,0,-100,BUFONIDAE,EN,0.0630354397972,-,-,Threatened
Nectophrynoides_viviparus,1020.029702616626,1016.6469770771438,0,0,-0.33163010163377216,-100,-100,-100.33163010163378,-100.66326020326754,-0.3316301016337633,-100,BUFONIDAE,LC,0.196635517085,-,-,Not-threatened
Necturus_alabamensis,163.60087213850173,161.7790984412388,0,0,-1.1135476684504737,-100,-100,-101.11354766845048,-102.22709533690093,-1.113547668450451,-100,PROTEIDAE,EN,0.764341215083,-,-,Threatened
Necturus_beyeri,18923.77772419404,18664.46187023424,0,0,-1.3703175853110023,-100,-100,-101.370317585311,-102.74063517062201,-1.3703175853110139,-100,PROTEIDAE,LC,38.1780309867,-,-,Not-threatened
Necturus_lewisi,2029.6827799303085,1985.881595968722,0,0,-2.1580310181815934,-100,-100,-102.15803101818159,-104.31606203636319,-2.158031018181603,-100,PROTEIDAE,NT,2.85163517432,-,-,Not-threatened
Necturus_maculosus,67456.1235861285,67012.32631702552,1298.256733800359,1298.256733800359,-0.6579050877958144,-98.07540566403473,-98.07540566403473,-98.73331075183054,-99.37855383557061,-0.6452430837400698,-98.07540566403473,PROTEIDAE,LC,203.210473491333,-,-,Not-threatened
Necturus_punctatus,24606.744458374058,24081.186206917773,24620.439262368596,24094.88101091231,-2.1358300865250346,0.05565467637421528,-2.080175410150819,-2.080175410150819,-2.0789867208282464,0.0011886893225727668,-2.080175410150819,PROTEIDAE,LC,17.3757944468,-,-,Not-threatened
Neobatrachus_albipes,514.6334275898487,514.6334275898487,0,0,0,-100,-100,-100,-100,0,-100,LIMNODYNASTIDAE,LC,11.3221109553,-,-,Not-threatened
Neobatrachus_aquilonius,19448.04119834647,19446.052572783068,16975.743566173605,16973.754940610204,-0.010225325744219835,-12.712322063484038,-12.722547389228259,-12.722547389228257,-12.7238472655689,-0.0012998763406422142,-12.722547389228259,LIMNODYNASTIDAE,LC,37.5580859182,-,-,Not-threatened
Neobatrachus_centralis,123894.05995416228,123894.05995416228,123399.88765029282,123399.88765029282,0,-0.3988668254574054,-0.3988668254574054,-0.3988668254574054,-0.39886682545740015,5.2735593669694936e-15,-0.3988668254574054,LIMNODYNASTIDAE,LC,49.791320602,-,-,Not-threatened
Neobatrachus_fulvus,765.9560118845433,764.5681628606678,0,0,-0.18119173977899983,-100,-100,-100.181191739779,-100.36238347955799,-0.1811917397789955,-100,LIMNODYNASTIDAE,LC,1.70056198597,-,-,Not-threatened
Neobatrachus_kunapalari,2619.348838284764,2619.1036412687445,0.08228936169770475,0.08228936169770475,-0.009360991267590662,-99.99685840387141,-99.99685840387141,-100.006219395139,-100.01558009232205,-0.009360697183055322,-99.99685840387141,LIMNODYNASTIDAE,LC,25.9319021158,-,-,Not-threatened
Neobatrachus_pelobatoides,129430.41667811695,129881.82075612368,0,0,0.348761975424475,-100,-100,-99.65123802457552,-99.30247604915105,0.3487619754244662,-100,LIMNODYNASTIDAE,LC,29.8066086452,-,-,Not-threatened
Neobatrachus_pictus,2778.817620608493,2775.6100489206297,0,0,-0.11542937053785891,-100,-100,-100.11542937053785,-100.2308587410757,-0.11542937053785352,-100,LIMNODYNASTIDAE,LC,30.3748809255,-,-,Not-threatened
Neobatrachus_sudelli,629605.9989161408,630979.960744491,377307.81239609956,378595.80482497613,0.2182256571118231,-40.072392409597356,-39.8678212283993,-39.85416675248553,-39.76671851082927,0.08744824165626142,-39.8678212283993,LIMNODYNASTIDAE,LC,94.6923350334,-,-,Not-threatened
Neobatrachus_sutor,19573.11763093744,19554.504734146605,18384.615457933472,18363.986955806206,-0.09509418551398152,-6.072114802628118,-6.177506812813871,-6.167208988142099,-6.172983216257144,-0.005774228115044799,-6.177506812813871,LIMNODYNASTIDAE,LC,129.633373214,-,-,Not-threatened
Neobatrachus_wilsmorei,6356.097286284073,6344.726471975688,6317.54134500772,6306.170530699335,-0.1788961653076369,-0.6065977208931779,-0.7854938862008147,-0.7854938862008147,-0.7865790662623384,-0.001085180061523694,-0.7854938862008147,LIMNODYNASTIDAE,LC,45.6404493569,-,-,Not-threatened
Neurergus_crocatus,6.794259786530026,6.794259786530026,0,0,0,-100,-100,-100,-100,0,-100,SALAMANDRIDAE,VU,1.36478325,-,-,Threatened
Neurergus_kaiseri,192.98372167004015,192.98372167004015,121.63913478806225,121.63913478806225,0,-36.96922531319067,-36.96922531319067,-36.96922531319067,-36.96922531319067,0,-36.96922531319067,SALAMANDRIDAE,VU,0.884948036119,-,-,Threatened
Neurergus_microspilotus,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SALAMANDRIDAE,CR,0.056931235000000004,NA,NA,Threatened
Neurergus_strauchii,132.73879486201824,132.2925176259058,34.158381214684276,34.00903635355456,-0.33620708744294026,-74.26646727492752,-74.37897760868863,-74.60267436237046,-74.85236348894225,-0.24968912657178066,-74.37897760868863,SALAMANDRIDAE,VU,1.80651751,-,-,Threatened
Noblella_lochites,4204.59902201122,4107.459794669141,0,0,-2.310308945836491,-100,-100,-102.3103089458365,-104.62061789167296,-2.310308945836468,-100,CRAUGASTORIDAE,NT,0.829583628606,-,-,Not-threatened
Notaden_bennettii,7819.971183051912,7819.971183051912,3565.2924333359942,3564.9448389139993,0,-54.40785714066324,-54.41230209850079,-54.40785714066324,-54.40785714066325,-1.4210854715202004e-14,-54.41230209850079,LIMNODYNASTIDAE,LC,100.955681729,-,-,Not-threatened
Notaden_melanoscaphus,6002.497103101157,6001.291889044113,0,0,-0.02007854458474231,-100,-100,-100.02007854458475,-100.0401570891695,-0.02007854458474867,-100,LIMNODYNASTIDAE,LC,64.636817256,-,-,Not-threatened
Notaden_nichollsi,49921.7755985488,49911.18876493428,54340.63435106906,54327.227231837656,-0.021206845084295815,8.85156567357495,8.824709418823085,8.830358828490654,8.832235966310586,0.0018771378199318178,8.824709418823085,LIMNODYNASTIDAE,LC,159.422438184,+,+,Not-threatened
Notaden_weigeli,167.4570120424635,167.4570120424635,56.66381726951284,56.66381726951284,0,-66.1621710680326,-66.1621710680326,-66.1621710680326,-66.16217106803259,1.4210854715202004e-14,-66.1621710680326,LIMNODYNASTIDAE,DD,0.835409605746,-,-,Not-applicable
Nothophryne_broadleyi,161.47797593628408,157.0017890291099,0,0,-2.772010784269681,-100,-100,-102.77201078426968,-105.54402156853935,-2.7720107842696677,-100,PYXICEPHALIDAE,EN,0.0510008209711,-,-,Threatened
Notophthalmus_meridionalis,3803.6909790634213,3798.7174846610933,0,0,-0.13075442851965416,-100,-100,-100.13075442851965,-100.26150885703933,-0.13075442851967978,-100,SALAMANDRIDAE,EN,8.24358698401,-,-,Threatened
Notophthalmus_perstriatus,26732.881887444284,25797.968126817406,0,0,-3.4972427011918295,-100,-100,-103.49724270119182,-106.99448540238366,-3.497242701191837,-100,SALAMANDRIDAE,NT,5.65760422828,-,-,Not-threatened
Notophthalmus_viridescens,166440.74330398813,165951.7591408156,148692.57450099662,148300.21687551215,-0.29378874034433994,-10.663355889114346,-10.89909001147876,-10.957144629458686,-10.988472368403745,-0.031327738945059025,-10.89909001147876,SALAMANDRIDAE,LC,699.4646549449001,-,-,Not-threatened
Nototriton_abscondens,777.5170886087709,778.1701559572841,0,0,0.0839939543556228,-100,-100,-99.91600604564438,-99.83201209128876,0.08399395435561985,-100,PLETHODONTIDAE,LC,0.0744784113969,-,-,Not-threatened
Nyctibates_corrugatus,58380.00681398396,39247.89689811892,2631.216499158077,836.8386973080569,-32.771681539581905,-95.49294931132518,-98.56656629045202,-128.26463085090708,-159.55927609196894,-31.294645241061858,-98.56656629045202,ARTHROLEPTIDAE,LC,6.7079402542,-,-,Not-threatened
Nyctibatrachus_deccanensis,2888.5591327011152,2888.5591327011152,226.18495209827694,226.18495209827694,0,-92.16962708024019,-92.16962708024019,-92.16962708024019,-92.16962708024019,0,-92.16962708024019,NYCTIBATRACHIDAE,VU,0.477814247057,-,-,Threatened
Nyctibatrachus_petraeus,694.7068059831082,694.5241422188968,483.94420118570133,483.94420118570133,-0.026293648289926964,-30.33835324229306,-30.33835324229306,-30.364646890582986,-30.372623950481458,-0.007977059898472305,-30.33835324229306,NYCTIBATRACHIDAE,LC,0.0905917502485,-,-,Not-threatened
Nyctimantis_rugiceps,27870.605465411103,27781.57937314738,0,0,-0.31942647379587974,-100,-100,-100.31942647379589,-100.63885294759176,-0.31942647379587186,-100,HYLIDAE,LC,2.84815317698,-,-,Not-threatened
Nyctimystes_cheesmani,13197.715706241412,13154.875554807631,2513.0696380764475,2511.7517415826337,-0.3246027751114566,-80.95829843578176,-80.96828422819576,-81.28290121089321,-81.5456940942988,-0.2627928834055808,-80.96828422819576,HYLIDAE,LC,1.51626845277,-,-,Not-threatened
Nyctimystes_infrafrenatus,547200.9764096312,545943.3892655575,0,0,-0.22982180191364626,-100,-100,-100.22982180191364,-100.45964360382729,-0.2298218019136442,-100,HYLIDAE,LC,65.9865342781,-,-,Not-threatened
Nyctimystes_kubori,37483.47065092257,37502.275427501336,931.1418996049241,931.1418996049241,0.050168184141455505,-97.51585996858056,-97.51585996858056,-97.4656917844391,-97.41676984824292,0.04892193619618013,-97.51585996858056,HYLIDAE,LC,4.28470513736,-,-,Not-threatened
Nyctimystes_narinosus,3904.5686474252175,3902.2993525377037,2763.483512108464,2761.2142172209496,-0.05811896504906345,-29.224358395368906,-29.282477360417978,-29.28247736041797,-29.299462255059574,-0.016984894641602466,-29.282477360417978,HYLIDAE,LC,0.540993304046,-,-,Not-threatened
Nyctimystes_perimetri,73.33097662571403,51.74901895375184,0,0,-29.430888098106035,-100,-100,-129.43088809810604,-158.86177619621208,-29.43088809810604,-100,HYLIDAE,LC,0.0918284539505,-,-,Not-threatened
Nyctimystes_pulcher,125284.78296865553,125225.91888017676,5211.871918240703,5211.871918240703,-0.046984228318854654,-95.83998008796914,-95.83998008796914,-95.88696431628799,-95.93199399135328,-0.04502967506529387,-95.83998008796914,HYLIDAE,LC,12.5065252589,-,-,Not-threatened
Nyctimystes_rueppelli,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,HYLIDAE,VU,0.641121964455,NA,NA,Threatened
