Species,current_clim_current_lc,current_clim_future_SSP5_lc,future_clim_current_lc,future_clim_future_SSP5_lc,change_rel_lc,change_rel_cc,change_rel_both,additive,additive_new,add_diff,combined,Family,Threat_status,Range_area,add_sign,comb_sign,threatened
Astylosternus_laurenti,2141.2682715604096,587.9952872157768,0,0,-72.53985896931606,-100,-100,-172.53985896931607,-245.07971793863214,-72.53985896931607,-100,ARTHROLEPTIDAE,EN,0.252487323692,-,-,Threatened
Astylosternus_montanus,7077.357475469188,8541.444011338612,5169.188990569788,5122.578890913994,20.686909498977414,-26.961595362581274,-27.62017591072159,-6.27468586360386,-0.6971650314661737,5.577520832137687,-27.62017591072159,ARTHROLEPTIDAE,LC,1.05315514605,-,-,Not-threatened
Astylosternus_occidentalis,54898.73853352175,52861.81832660948,0,0,-3.7103224251109244,-100,-100,-103.71032242511093,-107.42064485022186,-3.710322425110931,-100,ARTHROLEPTIDAE,LC,15.2055467148,-,-,Not-threatened
Astylosternus_ranoides,28.417675084126635,16.57563596453043,10.414402655817353,8.331371160879215,-41.67138615153939,-63.352376206051545,-70.68243219680944,-105.02376235759093,-131.4235756825906,-26.399813324999684,-70.68243219680944,ARTHROLEPTIDAE,EN,0.167863846177,-,-,Threatened
Astylosternus_rheophilus,7943.905362211426,8088.781821244471,0,0,1.823743516913122,-100,-100,-98.17625648308687,-96.35251296617375,1.823743516913126,-100,ARTHROLEPTIDAE,NT,0.776698121139,-,-,Not-threatened
Astylosternus_schioetzi,485.04920727096214,203.00772493397028,428.57107120107247,170.22713568576333,-58.14698346253261,-11.64379514970311,-64.9051821683177,-69.79077861223573,-76.56129425234475,-6.770515640109025,-64.9051821683177,ARTHROLEPTIDAE,EN,0.0828961355309,-,-,Threatened
Atelognathus_praebasalticus,805.0064115908118,802.801334297363,0,0,-0.27392046345211185,-100,-100,-100.27392046345211,-100.54784092690423,-0.2739204634521144,-100,BATRACHYLIDAE,EN,0.244748204961,-,-,Threatened
Atelopus_andinus,2266.3243747096512,2266.3243747096512,1894.7169124937143,1894.7169124937143,0,-16.396922980786684,-16.396922980786684,-16.396922980786684,-16.396922980786677,7.105427357601002e-15,-16.396922980786684,BUFONIDAE,CR,0.197269883155,-,-,Threatened
Atelopus_bomolochos,7527.794148516989,7309.402679178037,0,0,-2.9011349809821207,-100,-100,-102.90113498098212,-105.80226996196424,-2.901134980982121,-100,BUFONIDAE,CR,0.922820241074,-,-,Threatened
Atelopus_boulengeri,425.886325462781,402.13786994773557,0,0,-5.5762427894907445,-100,-100,-105.57624278949075,-111.15248557898147,-5.5762427894907205,-100,BUFONIDAE,CR,0.193838932432,-,-,Threatened
Atelopus_carrikeri,215.43210171290738,215.43210171290738,0,0,0,-100,-100,-100,-100,0,-100,BUFONIDAE,EN,0.051863063321,-,-,Threatened
Atelopus_chiriquiensis,3111.523384615831,3111.523384615831,0,0,0,-100,-100,-100,-100,0,-100,BUFONIDAE,CR,0.368933633491,-,-,Threatened
Atelopus_coynei,483.9687699993875,481.0257967965185,0,0,-0.6080915516248632,-100,-100,-100.60809155162487,-101.21618310324973,-0.6080915516248666,-100,BUFONIDAE,CR,0.240080965125,-,-,Threatened
Atelopus_cruciger,3196.098615723081,3185.248756328099,0,0,-0.3394719844252192,-100,-100,-100.33947198442522,-100.67894396885042,-0.3394719844252023,-100,BUFONIDAE,CR,0.573704341226,-,-,Threatened
Atelopus_ebenoides,126.27770597270693,124.47380889195922,0,0,-1.4285158784382643,-100,-100,-101.42851587843826,-102.85703175687652,-1.4285158784382617,-100,BUFONIDAE,CR,0.0656868462089,-,-,Threatened
Atelopus_elegans,2819.832193439538,2704.0650581040213,12.811223653681646,12.811223653681646,-4.105461864179507,-99.5456742538266,-99.5456742538266,-103.65113611800611,-107.73794581193732,-4.086809693931215,-99.5456742538266,BUFONIDAE,CR,0.749678313495,-,-,Threatened
Atelopus_exiguus,443.69200824613984,426.0759114001629,0,0,-3.97034350823924,-100,-100,-103.97034350823924,-107.94068701647848,-3.970343508239239,-100,BUFONIDAE,CR,0.0617816257238,-,-,Threatened
Atelopus_franciscus,27150.245911344806,27150.245911344806,0,0,0,-100,-100,-100,-100,0,-100,BUFONIDAE,VU,2.32868797333,-,-,Threatened
Atelopus_ignescens,7307.249614862353,7076.943757353602,0,0,-3.1517447691991696,-100,-100,-103.15174476919917,-106.30348953839834,-3.151744769199169,-100,BUFONIDAE,EX,0.827718287015,-,-,Extinct
Atelopus_loettersi,8782.351006822877,8717.138794716966,0,0,-0.7425370729916013,-100,-100,-100.7425370729916,-101.48507414598322,-0.7425370729916239,-100,BUFONIDAE,NT,0.915149223628,-,-,Not-threatened
Atelopus_longirostris,1157.5271358710872,1152.581332834995,0,0,-0.42727318287621024,-100,-100,-100.4272731828762,-100.85454636575241,-0.4272731828762062,-100,BUFONIDAE,EX,0.294114246224,-,-,Extinct
Atelopus_lozanoi,48.967936069293714,48.967936069293714,0,0,0,-100,-100,-100,-100,0,-100,BUFONIDAE,EN,0.330306360762,-,-,Threatened
Atelopus_marinkellei,292.106428092495,292.106428092495,0,0,0,-100,-100,-100,-100,0,-100,BUFONIDAE,EN,0.145947519991,-,-,Threatened
Atelopus_mindoensis,1204.0669916348756,1198.3821792638391,0,0,-0.472134225963433,-100,-100,-100.47213422596343,-100.94426845192687,-0.472134225963444,-100,BUFONIDAE,CR,0.322244808902,-,-,Threatened
Atelopus_nepiozomus,3.2246231078410075,3.2246231078410075,0,0,0,-100,-100,-100,-100,0,-100,BUFONIDAE,CR,0.184211273469,-,-,Threatened
Atelopus_pachydermus,2947.912513474902,2830.511214281566,425.12543566199486,377.6720338049798,-3.9825231806132253,-85.57876349047852,-87.18849246445944,-89.56128667109175,-92.96948076478225,-3.408194093690497,-87.18849246445944,BUFONIDAE,CR,0.727837452965,-,-,Threatened
Atelopus_peruensis,66.61328827968397,65.7644342828336,15.20206721550905,15.20206721550905,-1.2743012974924004,-77.17862665526836,-77.17862665526836,-78.45292795276076,-79.43641619361566,-0.9834882408548964,-77.17862665526836,BUFONIDAE,CR,1.86247443774,-,-,Threatened
Atelopus_petersi,3029.8584284868216,3017.9007008630433,0,0,-0.3946629159749301,-100,-100,-100.39466291597493,-100.78932583194984,-0.3946629159749051,-100,BUFONIDAE,CR,0.591762890902,-,-,Threatened
Atelopus_planispina,1350.6208119523199,1316.3749642598905,0,0,-2.535563452700471,-100,-100,-102.53556345270047,-105.07112690540094,-2.5355634527004725,-100,BUFONIDAE,CR,0.263382367351,-,-,Threatened
Atelopus_pulcher,7656.822849562068,7603.819493627338,2860.9330968584204,2832.3979337075743,-0.692236936600431,-62.63550622668447,-63.00818251437575,-63.3277431632849,-63.76132927281268,-0.43358610952778065,-63.00818251437575,BUFONIDAE,CR,0.756744884302,-,-,Threatened
Atelopus_seminiferus,1976.6529021771867,1971.7794730006844,0,0,-0.24654956725757818,-100,-100,-100.24654956725757,-100.49309913451516,-0.24654956725758836,-100,BUFONIDAE,CR,0.184737318251,-,-,Threatened
Atelopus_senex,740.2137875352805,737.0267715747108,0,0,-0.430553444725972,-100,-100,-100.43055344472597,-100.86110688945196,-0.43055344472598733,-100,BUFONIDAE,CR,0.0945645201415,-,-,Threatened
Atelopus_spumarius,724263.1687834426,723738.7441275374,0,0,-0.07240802494293772,-100,-100,-100.07240802494293,-100.14481604988586,-0.07240802494293064,-100,BUFONIDAE,VU,65.5953882265,-,-,Threatened
Atelopus_spurrelli,24915.439884180527,24909.298395869853,24915.439884180527,24909.298395869853,-0.024649327241350404,0,-0.024649327241350404,-0.024649327241350404,-0.024649327241355046,-4.642120021713936e-15,-0.024649327241350404,BUFONIDAE,NT,2.18694933829,-,-,Not-threatened
Atelopus_tricolor,26539.808763668698,26225.54142060765,3967.216358109255,3917.3893475990812,-1.1841356727907564,-85.0518276396169,-85.23957206141691,-86.23596331240766,-87.2430923438489,-1.007129031441238,-85.23957206141691,BUFONIDAE,VU,3.33012876605,-,-,Threatened
Atelopus_varius,9778.43502469444,9774.78173507009,0,0,-0.03736067801364709,-100,-100,-100.03736067801364,-100.07472135602731,-0.03736067801366971,-100,BUFONIDAE,CR,1.7620971065270001,-,-,Threatened
Atelopus_zeteki,388.3416005443934,388.3416005443934,0,0,0,-100,-100,-100,-100,0,-100,BUFONIDAE,CR,0.130506175952,-,-,Threatened
Aubria_masako,980359.5521638456,989207.041347554,0,0,0.9024739101261556,-100,-100,-99.09752608987384,-98.19505217974769,0.9024739101261474,-100,PYXICEPHALIDAE,LC,92.4847321037,-,-,Not-threatened
Aubria_occidentalis,87029.22064423122,69361.79678423722,0,0,-20.300565406896006,-100,-100,-120.300565406896,-140.601130813792,-20.300565406896,-100,PYXICEPHALIDAE,LC,34.7579360773,-,-,Not-threatened
Aubria_subsigillata,123760.34337494246,124248.34117101989,0,0,0.3943086959600589,-100,-100,-99.60569130403994,-99.21138260807989,0.39430869596004925,-100,PYXICEPHALIDAE,LC,11.830654343,-,-,Not-threatened
Austrochaperina_adelphe,61635.46765405169,61645.86581524294,0,0,0.016870418262446056,-100,-100,-99.98312958173756,-99.9662591634751,0.01687041826245661,-100,MICROHYLIDAE,LC,9.09126276045,-,-,Not-threatened
Austrochaperina_basipalmata,9008.510895307289,8991.896499695384,523.0090005541614,523.0090005541614,-0.18442998854072185,-94.1942790919351,-94.1942790919351,-94.37870908047583,-94.55243157861106,-0.1737224981352341,-94.1942790919351,MICROHYLIDAE,LC,0.903286705203,-,-,Not-threatened
Austrochaperina_blumi,8.552823904380123,8.742781322342251,0,0,2.2209906352081736,-100,-100,-97.77900936479183,-95.55801872958365,2.2209906352081816,-100,MICROHYLIDAE,LC,0.159605465458,-,-,Not-threatened
Austrochaperina_fryi,3648.2011238458476,3644.5594488593274,0,0,-0.09982111355421273,-100,-100,-100.09982111355421,-100.19964222710844,-0.09982111355422774,-100,MICROHYLIDAE,LC,0.539517995417,-,-,Not-threatened
Austrochaperina_novaebritanniae,2171.3591692744935,2175.2438079204653,1677.1387833580466,1681.2129121538803,0.1789035504093847,-22.760876823597016,-22.573246474206456,-22.581973273187632,-22.541253256445913,0.040720016741719434,-22.573246474206456,MICROHYLIDAE,VU,0.224309690489,-,-,Threatened
Austrochaperina_palmipes,21899.74171967716,21872.839843675694,21899.74171967716,21872.839843675694,-0.12284106518614497,0,-0.12284106518614497,-0.12284106518614497,-0.12284106518614113,3.8441472227646045e-15,-0.12284106518614497,MICROHYLIDAE,LC,2.38951430585278,-,-,Not-threatened
Austrochaperina_pluvialis,7484.688972173043,7478.057680542521,6088.963888425977,6082.332596795454,-0.08859809212081501,-18.64773658512951,-18.736334677250323,-18.736334677250326,-18.752856216088443,-0.016521538838116356,-18.736334677250323,MICROHYLIDAE,LC,1.16408598216,-,-,Not-threatened
Austrochaperina_robusta,4861.626980499708,4861.354877831836,2547.4548880191596,2547.182785351288,-0.005596946638713709,-47.60077442722032,-47.60637137385903,-47.606371373859034,-47.60903556380334,-0.002664189944304951,-47.60637137385903,MICROHYLIDAE,LC,0.753137815448,-,-,Not-threatened
Babina_adenopleura,469105.11965735536,451779.76844440785,0,0,-3.693276940913015,-100,-100,-103.69327694091301,-107.38655388182603,-3.693276940913023,-100,RANIDAE,LC,50.5269781887,-,-,Not-threatened
Babina_lini,12.072657118831751,12.072657118831751,0,0,0,-100,-100,-100,-100,0,-100,RANIDAE,DD,2.22965398959,-,-,Not-applicable
Babina_okinavana,1157.7607773306383,1157.7607773306383,0,0,0,-100,-100,-100,-100,0,-100,RANIDAE,EN,0.199277366789,-,-,Threatened
Babina_pleuraden,1814.0838563436992,1814.0838563436992,0,0,0,-100,-100,-100,-100,0,-100,RANIDAE,LC,30.0368573995,-,-,Not-threatened
Barbarophryne_brongersmai,63129.541518529826,65067.46349512439,0,0,3.069754555441761,-100,-100,-96.93024544455824,-93.86049088911648,3.0697545554417616,-100,BUFONIDAE,NT,8.71477185175,-,-,Not-threatened
Barbourula_busuangensis,1128.1286736035859,1128.1286736035859,0,0,0,-100,-100,-100,-100,0,-100,BOMBINATORIDAE,VU,0.220704205557,-,-,Threatened
Barycholos_pulcher,6957.669833184849,6676.526154353289,6436.694386019493,6191.422727817234,-4.040773499924297,-7.48778627983388,-11.012984572981217,-11.528559779758178,-11.831124263484671,-0.3025644837264938,-11.012984572981217,CRAUGASTORIDAE,LC,1.03169259666,-,-,Not-threatened
Barycholos_ternetzi,130594.04406469062,120620.93383860683,0,0,-7.63672669570103,-100,-100,-107.63672669570103,-115.27345339140207,-7.636726695701043,-100,CRAUGASTORIDAE,LC,43.1582592659,-,-,Not-threatened
Barygenys_atra,4183.880873525891,4183.880873525891,3362.4422449634885,3362.4422449634885,0,-19.633413411939465,-19.633413411939465,-19.633413411939465,-19.633413411939472,-7.105427357601002e-15,-19.633413411939465,MICROHYLIDAE,LC,0.409132879145,-,-,Not-threatened
Batrachoseps_gavilanensis,1674.5203146089727,1554.7255799634422,384.6703023345698,362.410848147723,-7.153973206560024,-77.028030118321,-78.35733344134724,-84.18200332488102,-89.6925679610867,-5.510564636205672,-78.35733344134724,PLETHODONTIDAE,LC,1.13962578156,-,-,Not-threatened
Batrachoseps_gregarius,145.62087778045068,136.462026700194,93.3074619064054,89.58882402940684,-6.289517835529927,-35.92439262240752,-38.478035982946146,-42.213910457937445,-44.47338153922957,-2.2594710812921264,-38.478035982946146,PLETHODONTIDAE,LC,0.789099488194,-,-,Not-threatened
Batrachoseps_incognitus,374.7085494447789,371.2283018748648,0,0,-0.9287878739545431,-100,-100,-100.92878787395455,-101.85757574790908,-0.9287878739545334,-100,PLETHODONTIDAE,DD,0.0809759647745,-,-,Not-applicable
Batrachoseps_luciae,1102.168912240298,1080.0287741544041,0,0,-2.0087790392210536,-100,-100,-102.00877903922105,-104.01755807844211,-2.0087790392210536,-100,PLETHODONTIDAE,LC,0.159910001772,-,-,Not-threatened
Batrachoseps_major,20410.199078506004,21122.513856456233,19885.008072239365,20581.478973218564,3.4899942681125924,-2.573179243605313,0.8391877710440085,0.9168150245072795,1.0066188326173675,0.08980380811008803,0.8391877710440085,PLETHODONTIDAE,LC,2.67182429829,+,+,Not-threatened
Batrachoseps_minor,177.16442517627073,169.89463086428788,177.21383644424665,170.3324573013878,-4.103416532269233,0.027890061973087913,-3.8562865361290397,-4.075526470296145,-4.074382024882284,0.0011444454138613835,-3.8562865361290397,PLETHODONTIDAE,DD,0.112596647881,-,-,Not-applicable
Batrachoseps_nigriventris,5986.578199400303,5774.095419709861,5822.961077575778,5612.880502133257,-3.5493193709843647,-2.7330658077917467,-6.242258679665792,-6.282385178776112,-6.379390412913821,-0.09700523413770945,-6.242258679665792,PLETHODONTIDAE,LC,2.44017917179,-,-,Not-threatened
Batrachoseps_robustus,0.5426097180505292,0.5426097180505292,0,0,0,-100,-100,-100,-100,0,-100,PLETHODONTIDAE,NT,0.144849955262,-,-,Not-threatened
Batrachoseps_wrighti,8022.447678180259,7973.16485102507,0,0,-0.6143116057862252,-100,-100,-100.61431160578623,-101.22862321157244,-0.614311605786213,-100,PLETHODONTIDAE,VU,1.31876800246,-,-,Threatened
Batrachuperus_karlschmidti,3.134921859363748,3.134921859363748,0,0,0,-100,-100,-100,-100,0,-100,HYNOBIIDAE,VU,0.277947630763,-,-,Threatened
Batrachuperus_londongensis,1.0764925976778468,1.0764925976778468,0.5792232809522654,0.5792232809522654,0,-46.19347293221195,-46.19347293221195,-46.19347293221195,-46.19347293221195,0,-46.19347293221195,HYNOBIIDAE,EN,0.172107344138,-,-,Threatened
Batrachuperus_pinchonii,17817.552453972075,17817.552453972075,0,0,0,-100,-100,-100,-100,0,-100,HYNOBIIDAE,VU,12.9504125157,-,-,Threatened
Batrachuperus_taibaiensis,2.910302618504383,2.910302618504383,0,0,0,-100,-100,-100,-100,0,-100,HYNOBIIDAE,DD,0.497929879278,-,-,Not-applicable
Batrachuperus_tibetanus,2216.6281229676506,2216.6281229676506,0,0,0,-100,-100,-100,-100,0,-100,HYNOBIIDAE,VU,24.1102419263,-,-,Threatened
Batrachuperus_yenyuanensis,9.019154659439344,9.019154659439344,9.019154659439344,9.019154659439344,0,0,0,0,0,0,0,HYNOBIIDAE,VU,1.46186930406,NC,NC,Threatened
Batrachyla_antartandica,53026.41277290865,52774.66487250326,0,0,-0.474759440136988,-100,-100,-100.47475944013699,-100.94951888027398,-0.47475944013699234,-100,BATRACHYLIDAE,LC,10.7304860729,-,-,Not-threatened
Batrachyla_leptopus,58415.49891843687,57968.32693152073,0,0,-0.7655022985261266,-100,-100,-100.76550229852613,-101.53100459705225,-0.7655022985261155,-100,BATRACHYLIDAE,LC,13.1121326138,-,-,Not-threatened
Batrachyla_nibaldoi,497.1784706826545,495.73715828835,0,0,-0.28989839248781785,-100,-100,-100.28989839248781,-100.57979678497561,-0.2898983924877996,-100,BATRACHYLIDAE,DD,0.138453165909,-,-,Not-applicable
Batrachyla_taeniata,62450.02699652416,61477.47407807107,0,0,-1.557329860733639,-100,-100,-101.55732986073365,-103.11465972146729,-1.5573298607336454,-100,BATRACHYLIDAE,LC,15.699039246,-,-,Not-threatened
Bokermannohyla_astartea,24340.337878140435,23797.685305093524,0,0,-2.229437305939193,-100,-100,-102.2294373059392,-104.45887461187837,-2.2294373059391717,-100,HYLIDAE,LC,6.33935277069,-,-,Not-threatened
Bokermannohyla_caramaschii,3200.4975372014637,3096.500326284223,0,0,-3.249407622046687,-100,-100,-103.24940762204669,-106.49881524409336,-3.249407622046675,-100,HYLIDAE,LC,0.944771454213,-,-,Not-threatened
Bokermannohyla_itapoty,6.399014955754508,6.399014955754508,0,0,0,-100,-100,-100,-100,0,-100,HYLIDAE,LC,0.19768712823,-,-,Not-threatened
Bokermannohyla_oxente,1496.0145362483145,1477.6201668230303,0,0,-1.2295582014472464,-100,-100,-101.22955820144725,-102.45911640289451,-1.2295582014472615,-100,HYLIDAE,LC,0.62191435864,-,-,Not-threatened
Bokermannohyla_sagarana,1740.1573219360796,1739.2475089104357,0,0,-0.05228337772538997,-100,-100,-100.05228337772539,-100.10456675545076,-0.052283377725373725,-100,HYLIDAE,NT,0.175286970177,-,-,Not-threatened
Bolitoglossa_adspersa,1067.7380910451218,1067.5487739031087,0,0,-0.01773067230633467,-100,-100,-100.01773067230633,-100.03546134461266,-0.017730672306328188,-100,PLETHODONTIDAE,LC,1.55000768063,-,-,Not-threatened
Bolitoglossa_alberchi,3885.754903107476,4082.6755702086525,329.84719369862364,451.97056455736646,5.067758312386024,-91.51137418793857,-88.36852617245825,-86.44361587555255,-81.80604060336461,4.637575272187945,-88.36852617245825,PLETHODONTIDAE,LC,0.472432049564,-,-,Not-threatened
Bolitoglossa_altamazonica,1525333.7613614274,1518438.2527798906,0,0,-0.45206555812298277,-100,-100,-100.45206555812298,-100.90413111624596,-0.45206555812298177,-100,PLETHODONTIDAE,LC,161.37577912,-,-,Not-threatened
Bolitoglossa_alvaradoi,1965.7825036482307,1965.7825036482307,1017.4342270715148,1017.4342270715148,0,-48.242787532023904,-48.242787532023904,-48.242787532023904,-48.24278753202391,-7.105427357601002e-15,-48.242787532023904,PLETHODONTIDAE,EN,0.296501053874,-,-,Threatened
Bolitoglossa_anthracina,992.7844862401619,992.690686401293,0,0,-0.009448157195137011,-100,-100,-100.00944815719514,-100.01889631439029,-0.009448157195151907,-100,PLETHODONTIDAE,DD,0.0916979498795,-,-,Not-applicable
Bolitoglossa_celaque,629.9613827223548,629.4105224559431,0,0,-0.0874434975729957,-100,-100,-100.08744349757299,-100.17488699514598,-0.08744349757299119,-100,PLETHODONTIDAE,EN,0.0813006347673,-,-,Threatened
Bolitoglossa_cerroensis,587.8963570802754,587.7091669583632,0,0,-0.03184066709340415,-100,-100,-100.0318406670934,-100.06368133418681,-0.03184066709340527,-100,PLETHODONTIDAE,LC,0.0616166103167,-,-,Not-threatened
Bolitoglossa_chica,597.3753012939594,557.4547958302421,77.94053219280404,63.68316224527916,-6.682650818881615,-86.95283651266146,-89.33950531477672,-93.63548733154308,-99.44624177279724,-5.810754441254161,-89.33950531477672,PLETHODONTIDAE,VU,0.345283440152,-,-,Threatened
Bolitoglossa_colonnea,10497.555609075349,10493.530993294424,8791.3167480665,8787.572715645243,-0.03833859929682867,-16.253677756503347,-16.2893435110912,-16.292016355800175,-16.29824778818625,-0.006231432386073266,-16.2893435110912,PLETHODONTIDAE,LC,1.42238010816,-,-,Not-threatened
Bolitoglossa_cuchumatana,2018.5588880625733,2016.0915937324496,0,0,-0.12223048555654357,-100,-100,-100.12223048555654,-100.2444609711131,-0.1222304855565568,-100,PLETHODONTIDAE,NT,0.239742233359,-,-,Not-threatened
Bolitoglossa_dofleini,1345.4293508526464,1343.9648032626149,113.57728921223641,113.57728921223641,-0.10885354843072267,-91.55828664357156,-91.55828664357156,-91.66714019200228,-91.76680463589622,-0.09966444389394269,-91.55828664357156,PLETHODONTIDAE,NT,0.187905284924,-,-,Not-threatened
Bolitoglossa_engelhardti,685.890406472679,678.249150880227,0,0,-1.1140636347063975,-100,-100,-101.1140636347064,-102.22812726941282,-1.1140636347064259,-100,PLETHODONTIDAE,EN,0.102965685843,-,-,Threatened
Bolitoglossa_equatoriana,16365.26722418029,16268.116445550442,0,0,-0.5936400383753228,-100,-100,-100.59364003837533,-101.18728007675064,-0.5936400383753124,-100,PLETHODONTIDAE,LC,1.75068533544,-,-,Not-threatened
Bolitoglossa_flavimembris,1581.9550276871337,1568.6747818059162,821.2264141729842,814.6313077986565,-0.8394831489384149,-48.087878618544416,-48.50477456431412,-48.92736176748283,-49.33105140516749,-0.40368963768466415,-48.50477456431412,PLETHODONTIDAE,EN,0.224616386364,-,-,Threatened
Bolitoglossa_flaviventris,591.0877554218936,575.2518449912127,186.8631686338284,181.42991873995027,-2.679113259481729,-68.386560723043,-69.30575585845908,-71.06567398252473,-72.8978273985593,-1.832153416034572,-69.30575585845908,PLETHODONTIDAE,EN,0.0619330674157,-,-,Threatened
Bolitoglossa_franklini,2046.0488094560542,2035.2112598842098,0,0,-0.5296818688663445,-100,-100,-100.52968186886635,-101.0593637377327,-0.5296818688663478,-100,PLETHODONTIDAE,EN,0.272431042591,-,-,Threatened
Bolitoglossa_guaneae,813.0090879960452,813.0090879960452,0,0,0,-100,-100,-100,-100,0,-100,PLETHODONTIDAE,VU,0.341191012263,-,-,Threatened
Bolitoglossa_hartwegi,2590.1539515246554,2559.279095549735,0,0,-1.1920085273984031,-100,-100,-101.1920085273984,-102.3840170547968,-1.1920085273984,-100,PLETHODONTIDAE,NT,0.292078487087,-,-,Not-threatened
Bolitoglossa_helmrichi,4777.299921542721,4779.58550828565,0,0,0.04784264711165174,-100,-100,-99.95215735288835,-99.9043147057767,0.04784264711165065,-100,PLETHODONTIDAE,NT,0.464191238721,-,-,Not-threatened
Bolitoglossa_lignicolor,4380.28847729329,4379.444501785551,4205.71767004948,4204.96754514082,-0.019267578199789026,-3.9853723824071645,-4.002497393979997,-4.004639960606953,-4.005407845347286,-7.678847403331801e-4,-4.002497393979997,PLETHODONTIDAE,VU,0.849247225774,-,-,Threatened
Bolitoglossa_lincolni,571.9118413231132,570.4459494092157,0,0,-0.2563143141967789,-100,-100,-100.25631431419679,-100.51262862839354,-0.2563143141967572,-100,PLETHODONTIDAE,NT,0.12356360337,-,-,Not-threatened
Bolitoglossa_macrinii,3396.035073451442,3372.335774354534,0,0,-0.697852012253276,-100,-100,-100.69785201225328,-101.39570402450656,-0.6978520122532785,-100,PLETHODONTIDAE,NT,0.366911194757,-,-,Not-threatened
Bolitoglossa_marmorea,516.8135799472859,518.4156174691168,0,0,0.30998363510383864,-100,-100,-99.69001636489617,-99.38003272979232,0.30998363510384763,-100,PLETHODONTIDAE,EN,0.0539995079645,-,-,Threatened
Bolitoglossa_medemi,1721.070380957809,1720.6926771641038,1381.9150154880401,1381.537311694335,-0.021945865659196536,-19.706071827290543,-19.72801769294974,-19.72801769294974,-19.732342360999656,-0.004324668049914493,-19.72801769294974,PLETHODONTIDAE,VU,0.178322540485,-,-,Threatened
Bolitoglossa_meliana,1580.3975844536876,1580.2143313832128,0,0,-0.011595377788317414,-100,-100,-100.01159537778831,-100.02319075557664,-0.011595377788324868,-100,PLETHODONTIDAE,EN,0.183434741518,-,-,Threatened
Bolitoglossa_mexicana,100007.02197247568,100873.72968432138,6739.956354416103,6774.955544022545,0.8666468561420094,-93.26051689023286,-93.22552015808732,-92.39387003409085,-91.58563069643988,0.8082393376509742,-93.22552015808732,PLETHODONTIDAE,LC,13.2314939678,-,-,Not-threatened
Bolitoglossa_minutula,1185.1470416502075,1185.053132596673,0,0,-0.007923831409445171,-100,-100,-100.00792383140944,-100.01584766281889,-0.007923831409442528,-100,PLETHODONTIDAE,EN,0.123752131895,-,-,Threatened
Bolitoglossa_morio,9524.030209394581,9591.423468364123,0,0,0.7076128223854662,-100,-100,-99.29238717761453,-98.58477435522907,0.7076128223854568,-100,PLETHODONTIDAE,LC,1.2657627035,-,-,Not-threatened
Bolitoglossa_mulleri,919.6030753381665,921.8917510872544,68.46639285906238,68.46639285906238,0.24887647839219243,-92.55478861530719,-92.55478861530719,-92.305912136915,-92.07556503842589,0.23034709848910495,-92.55478861530719,PLETHODONTIDAE,VU,0.106133332968,-,-,Threatened
Bolitoglossa_nicefori,2597.664040416122,2581.1516156805164,0,0,-0.6356643691676369,-100,-100,-100.63566436916764,-101.27132873833528,-0.6356643691676425,-100,PLETHODONTIDAE,LC,0.261183626147,-,-,Not-threatened
Bolitoglossa_nigrescens,799.598637420063,796.2338568091878,0,0,-0.4208086974399789,-100,-100,-100.42080869743998,-100.84161739487998,-0.4208086974399947,-100,PLETHODONTIDAE,EN,0.0859197784936,-,-,Threatened
Bolitoglossa_oaxacensis,1333.6338723567708,1290.2763326929105,0,0,-3.251082666882157,-100,-100,-103.25108266688216,-106.50216533376434,-3.2510826668821835,-100,PLETHODONTIDAE,DD,0.138380574417,-,-,Not-applicable
Bolitoglossa_occidentalis,7070.7566698852415,7054.7490845790435,636.0510650136692,633.2110086887316,-0.22639140411061348,-91.00448375316537,-91.04464998229096,-91.23087515727599,-91.4369014858484,-0.20602632857240621,-91.04464998229096,PLETHODONTIDAE,LC,0.769807545608,-,-,Not-threatened
Bolitoglossa_odonnelli,1778.8997413636457,1780.820199944125,0,0,0.10795766258345747,-100,-100,-99.89204233741654,-99.78408467483308,0.10795766258345907,-100,PLETHODONTIDAE,NT,0.220229259938,-,-,Not-threatened
Bolitoglossa_palmata,3083.9984516046693,3061.669271746149,0,0,-0.7240334328605694,-100,-100,-100.72403343286057,-101.44806686572112,-0.7240334328605513,-100,PLETHODONTIDAE,VU,0.465336740707,-,-,Threatened
Bolitoglossa_paraensis,3394.521039523287,3130.7493567690244,101.87150922948771,87.91560971147771,-7.770512531314452,-96.99894306020286,-97.4100732124546,-104.76945559151731,-112.30677061725297,-7.537315025735651,-97.4100732124546,PLETHODONTIDAE,DD,1.76065961811,-,-,Not-applicable
Bolitoglossa_peruviana,76824.13103758724,76609.37542885318,0,0,-0.2795418650801159,-100,-100,-100.27954186508012,-100.55908373016025,-0.2795418650801338,-100,PLETHODONTIDAE,LC,6.74084720647,-,-,Not-threatened
Bolitoglossa_platydactyla,33638.71108343535,39714.508235767695,29770.744125351543,35646.12588088137,18.06192020039744,-11.498558754198239,5.9675734675652565,6.5633614461992025,8.640221952578308,2.0768605063791057,5.9675734675652565,PLETHODONTIDAE,NT,4.86881829688,+,+,Not-threatened
Bolitoglossa_ramosi,5743.572966872386,5725.792155484863,0,0,-0.30957753109569863,-100,-100,-100.3095775310957,-100.61915506219141,-0.3095775310957123,-100,PLETHODONTIDAE,LC,0.59761810463,-,-,Not-threatened
